,Unnamed: 0,Unnamed: 0.1,overall,verified,reviewTime,reviewerID,asin,style,reviewerName,reviewText,summary,unixReviewTime,vote,image,ranks,readability,solutions
612,612,612,5.0,True,"09 27, 2017",A2JCYVQLKWULGM,B0058YEJ5K,"{'Size:': ' 9 B(M) US', 'Color:': ' Black'}",Manda Lynn,Super comfy!,Five Stars,1506470400,,,[],35.60500000000002,undec
613,613,613,5.0,True,"09 27, 2017",A1EF7YWCNN7E9K,B0058YEJ5K,"{'Size:': ' 11.5 B(M) US', 'Color:': ' Cool Grey/Rage Green/Hyper Turquoise'}",Kelly M,Ordered half a size larger than my usual shoe size and fits perfectly.,Nike runs small,1506470400,,,"[('my usual shoe size', 0.1952589819807094), ('half', 0.0)]",76.50153846153849,undec
614,614,614,5.0,True,"09 26, 2017",AQWZQKD0N851T,B0058YEJ5K,"{'Size:': ' 9.5 B(M) US', 'Color:': ' Black/White/Anthracite/Stealth'}",Birger B.,Fit well.,Five Stars,1506384000,,,[],120.205,undec
615,615,615,5.0,True,"09 25, 2017",A3V6I3EA3X3SCE,B0058YEJ5K,"{'Size:': ' 7.5 B(M) US', 'Color:': ' Black/White/Anthracite/Stealth'}",M Corrie,The fit was perfect! I Highly recommend this shoe.,Five Stars,1506297600,,,"[('this shoe', 0.13156729122949154), ('The fit', 0.09673011188456683), ('I', 0.0)]",80.06750000000002,undec
616,616,616,5.0,True,"09 20, 2017",AGT48Z76ZQSQU,B0058YEJ5K,"{'Size:': ' 7.5 B(M) US', 'Color:': ' Black'}",Amazon Customer,"Obsessed with these shoes! I was looking for good all around sneakers (running, walking, tennis, etc.) and these more than fit the bill. I was looking specifically for black nikes (I love the fit) with white soles (good for court sports); I was a little reluctant to purchase because I wasn't sure whether the black on the soles would contact the ground, but it doesn't!",Very Happy Customer,1505865600,,,"[('white soles', 0.15047890358014077), ('court sports', 0.12693420379618853), ('tennis', 0.08853073056492265), ('walking', 0.08472003901434892), ('black nikes', 0.08094108876031952), ('sneakers', 0.06783288876640144), ('the soles', 0.062221216932844194), ('the bill', 0.061883203487864996), ('the ground', 0.05474492366545371), ('the black', 0.05117041187229413), ('the fit', 0.03701346481770938), ('these shoes', 0.033404514974247755), ('I', 0.0), ('it', 0.0)]",70.30794871794872,undec
617,617,617,5.0,True,"09 18, 2017",A2W3B4YHP3HZ9R,B0058YEJ5K,"{'Size:': ' 8.5 B(M) US', 'Color:': ' Black/White/Anthracite/Stealth'}",judy laurel,"Cute shoe, fit as expected, and very comfortable.",and very comfortable.,1505692800,,,"[('Cute shoe', 0.22156958603625437)]",61.24000000000001,undec
618,618,618,5.0,True,"09 16, 2017",AGVYFU0PR5IWV,B0058YEJ5K,"{'Size:': ' 7.5 B(M) US', 'Color:': ' Black/Green Glow-blue Glow-white'}",Amazon Customer,"On time, nice sneakers. Fit as expected.",nice sneakers. Fit as expected,1505520000,,,"[('time', 0.17776537474909693)]",94.51107142857144,undec
619,619,619,5.0,True,"09 14, 2017",A2SU06VTWMFP7C,B0058YEJ5K,"{'Size:': ' 8 B(M) US', 'Color:': ' Grey'}",ange edmounds harrison,"Perfect fit, as always.",5 stars,1505347200,,,"[('Perfect fit', 0.4714045207910316)]",75.87500000000001,undec
620,620,620,5.0,True,"09 13, 2017",AVZB7UFLT6VD,B0058YEJ5K,"{'Size:': ' 8.5 B(M) US', 'Color:': ' Plure Platinum/Blue Glow/Wolf Grey'}",Robbin,"Great shoe, very comfortable",Five Stars,1505260800,,,"[('Great shoe', 0.32630275732572994)]",33.57500000000002,undec
621,621,621,5.0,True,"09 10, 2017",ANPPQ1G3RP88H,B0058YEJ5K,"{'Size:': ' 9 B(M) US', 'Color:': ' Wolf Grey/Black-pink Blast/White'}",Amazon Customer,Love these sneakers! Perfect fit and super light,Five Stars,1505001600,,,"[('Perfect fit and super light', 0.21718368482392336), ('these sneakers', 0.09765934981556511)]",86.45000000000002,undec
622,622,622,5.0,True,"09 7, 2017",ABONZZSS8YG3K,B0058YEJ5K,"{'Size:': ' 8.5 B(M) US', 'Color:': ' Black/Green Glow-blue Glow-white'}",Delores Williams,These shoes fit like a glove! Light but very supportive! I have worn them several times and feel very light on my feet.,These shoes fit like a glove,1504742400,,,"[('Light', 0.10816598970910146), ('my feet', 0.10812724493989417), ('a glove', 0.0811171441593631), ('These shoes', 0.04995973062056962), ('I', 0.0), ('them', 0.0)]",92.38376811594205,undec
623,623,623,5.0,True,"09 5, 2017",A2T8BWOO7BFBWY,B0058YEJ5K,"{'Size:': ' 7.5 B(M) US', 'Color:': ' Wolf Grey/Black-pink Blast/White'}",vera alster,Fit true to size,Five Stars,1504569600,,,[],118.175,undec
624,624,624,5.0,True,"09 4, 2017",A1NTI9B7VY30JM,B0058YEJ5K,"{'Size:': ' 7.5 B(M) US', 'Color:': ' Black/White/Anthracite/Stealth'}",lezanaz,Love the fit,Five Stars,1504483200,,,"[('the fit', 0.18606416643214074)]",119.19000000000004,undec
625,625,625,4.0,True,"08 29, 2017",AM9TTLTT6DR1W,B0058YEJ5K,"{'Size:': ' 8.5 B(M) US', 'Color:': ' Black/Green Glow-blue Glow-white'}",Karen VanFossen,Nike always makes a good shoe ..abit rough breaking them in but after 9 hours on my feet anyone's feet would hurt abit,Nike always makes a good shoe.,1503964800,,,"[('my feet', 0.11709908311892113), ('Nike', 0.09611038026834935), ('a good shoe', 0.09318872779876966), ('anyones feet', 0.08503552477045116), ('9 hours', 0.07774594287276282), ('them', 0.0)]",73.1421739130435,undec
626,626,626,1.0,True,"08 29, 2017",AP8CWOZ30P4GH,B0058YEJ5K,"{'Size:': ' 10.5 B(M) US', 'Color:': ' Black/White/Anthracite/Stealth'}",Marie,Oops! I returned these because I ordered wrong size!,One Star,1503964800,,,"[('wrong size', 0.39309699602751175), ('I', 0.0), ('these', 0.0)]",80.06750000000002,undec
627,627,627,5.0,True,"08 29, 2017",A2ORP5RT8NQ0Q7,B0058YEJ5K,"{'Size:': ' 9 B(M) US', 'Color:': ' Black/White/Anthracite/Stealth'}",Jackie Carola,Extremely comfortable sneaker!,Five Stars,1503964800,,,"[('Extremely comfortable sneaker', 0.24999999999999997)]",-50.00999999999996,undec
628,628,628,5.0,True,"08 27, 2017",A5Z3UGOPDBJPW,B0058YEJ5K,"{'Size:': ' 8 B(M) US', 'Color:': ' Black'}",Carol,Good looking shoe, Shoes,1503792000,,,"[('Good looking shoe', 0.4330127018922193)]",90.99000000000004,undec
629,629,629,4.0,True,"08 24, 2017",A2GWLCDWM7V59I,B0058YEJ5K,"{'Size:': ' 9 B(M) US', 'Color:': ' Pure Platinum/Blue Glow/Wolf Grey'}",Carol G,I have had this style before in a different color and have received many compliments on the shoes.  They are great walking shoes!  I wear orthotics and these shoes are one of the best I have found to accommodate them for fit.,Love these shoes,1503532800,,,"[('fit', 0.21448071463999616), ('great walking shoes', 0.19422367306807187), ('many compliments', 0.1625817888063541), ('the shoes', 0.0908475000441201), ('these shoes', 0.0908475000441201), ('orthotics', 0.07838420267250229), ('a different color', 0.06708941670072183), ('this style', 0.036204112410546704), ('I', 0.0), ('They', 0.0), ('them', 0.0)]",84.2756060606061,undec
630,630,630,1.0,True,"08 24, 2017",A2XUQXG9J9SRTG,B0058YEJ5K,"{'Size:': ' 7.5 B(M) US', 'Color:': ' Cool Grey/Volt/Pure Platinum'}",JMH515,"I loved these shoes...that is until after about an hour of wear, the green inserts on the sole of the right show began falling off. The wear was in my home, on smooth floors. I can only assume they were defective.",I loved these shoes,1503532800,,,"[('smooth floors', 0.17260364055858582), ('wear', 0.1158589098867559), ('the right show', 0.09966429871721756), ('the sole', 0.059056822321598736), ('The wear', 0.053512938248908085), ('my home', 0.04195904902832548), ('these shoes', 0.04169843261129755), ('about an hour', 0.03430331492392918), ('I', 0.0), ('that', 0.0), ('they', 0.0)]",87.88214285714287,undec
631,631,631,5.0,True,"08 21, 2017",A2R0RL0TF6E9VC,B0058YEJ5K,"{'Size:': ' 10 B(M) US', 'Color:': ' Hyper Jade/Mtlc Silver/Hyper Turq'}",SadDad,Great! Super comfy and cute! No issues and fit perfect!,perfect,1503273600,,,"[('No issues', 0.07736241878221012)]",85.0116666666667,undec
632,632,632,5.0,True,"08 20, 2017",AB29N6EMOFEVW,B0058YEJ5K,"{'Size:': ' 7 B(M) US', 'Color:': ' Black/White/Anthracite/Stealth'}",dan h.,Good shoes,Five Stars,1503187200,,,"[('Good shoes', 0.4714045207910316)]",120.205,undec
633,633,633,3.0,True,"08 17, 2017",A2Y2IKO63FNHQE,B0058YEJ5K,"{'Size:': ' 10 B(M) US', 'Color:': ' Black/Hyper Violet/Total Crimson/White'}",Sandie,I returned them...found a Ryka pair I liked better,found a Ryka pair I liked,1502928000,,,"[('Ryka', 0.19959129852727492), ('a Ryka pair', 0.15540594682810233), ('I', 0.0), ('them', 0.0)]",78.24500000000002,undec
634,634,634,5.0,True,"08 17, 2017",A1OK7HI3YI9682,B0058YEJ5K,"{'Size:': ' 8 B(M) US', 'Color:': ' Black/White/Anthracite/Stealth'}",Mel B,BEST sneakers I've ever purchased!!!!,Five Stars,1502928000,,,"[('BEST sneakers', 0.32630275732572994), ('I', 0.0)]",66.40000000000003,undec
635,635,635,5.0,True,"08 15, 2017",A39U1R8S96YIR4,B0058YEJ5K,"{'Size:': ' X-Large', 'Color:': ' Wolf Grey/Platinum/White/Crimson'}",Amazon Customer,Excellent ...!!!,Five Stars,1502755200,,,[],-47.97999999999996,undec
636,636,636,5.0,True,"08 14, 2017",A1Z37N7XE7FRD2,B0058YEJ5K,"{'Size:': ' 8.5 B(M) US', 'Color:': ' Black/White/Anthracite/Stealth'}",gi,"the best sneakers by far! I had never owned a pair of Nike sneakers, and I went solely on the reviews by others...
And I absolutely loved them!!",the best sneakers by far,1502668800,,,"[('others', 0.26561547038963146), ('Nike sneakers', 0.2213877206887478), ('Nike', 0.1403439971305689), ('the best sneakers', 0.10885999019526009), ('the reviews', 0.09369762001535305), ('a pair', 0.05722068701199926), ('I', 0.0), ('them', 0.0)]",88.62107758620692,undec
637,637,637,5.0,True,"08 12, 2017",A3LGYYLGO2KJOE,B0058YEJ5K,"{'Size:': ' 9 B(M) US', 'Color:': ' Black/White/Anthracite/Stealth'}",Bree,"Love these shoes. I've been buying Nikes for years now. I bought this pair for work and everyday wear and another pair for working out and active wear. They also last a long time in my opinion, especially if you take care of them.",Classically comfortable and durable,1502496000,,,"[('active wear', 0.2918728499286211), ('everyday wear', 0.24992575327188749), ('care', 0.13522867445699355), ('years', 0.09192392402872537), ('work', 0.09149398940929232), ('another pair', 0.07568245301159904), ('this pair', 0.07568245301159904), ('Nikes', 0.06758357401222109), ('a long time', 0.053477769987278434), ('my opinion', 0.04195547411090398), ('these shoes', 0.03925223884559199), ('I', 0.0), ('They', 0.0), ('them', 0.0), ('you', 0.0)]",84.15181818181821,undec
638,638,638,4.0,True,"08 11, 2017",A1J3XYI0M1D0LW,B0058YEJ5K,"{'Size:': ' 10 B(M) US', 'Color:': ' Black/White/Anthracite/Stealth'}",ellen,Right one is slightly tight.. hope it will stretch out.. !!,Four Stars,1502409600,,,"[('one', 0.18263162765420737), ('it', 0.0)]",112.085,undec
639,639,639,3.0,True,"08 8, 2017",A9KR8PT0Z47CL,B0058YEJ5K,"{'Size:': ' 9 B(M) US', 'Color:': ' Black/White/Anthracite/Stealth'}",Chandler F,They're ugly: the toe is rounded and the material is weird. the Nike Womens Flex Trainer 6 is way better looking and costs about the same.,the Nike Womens Flex Trainer 6 is way better looking and costs about the same,1502150400,,,"[('the Nike Womens Flex Trainer', 0.12034000488152953), ('Nike', 0.09592187443560576), ('the material', 0.06787280565872349), ('the toe', 0.050189986922410335), ('They', 0.0)]",76.50153846153849,undec
640,640,640,5.0,True,"08 8, 2017",A1AUEUD7NP1LUC,B0058YEJ5K,"{'Size:': ' 11 B(M) US', 'Color:': ' Black/White/Anthracite/Stealth'}",Flip Flop Life,So lightweight and awesome!,Five Stars,1502150400,,,[],75.87500000000001,undec
641,641,641,5.0,True,"08 7, 2017",A177WB7O660HS8,B0058YEJ5K,"{'Size:': ' 8.5 B(M) US', 'Color:': ' Cool Grey/Pure Platinum/White/Volt'}",shannon Donaldson,Luv them!!,Five Stars,1502064000,,,"[('Luv', 0.5), ('them', 0.0)]",120.205,undec
642,642,642,5.0,True,"08 4, 2017",A38BS1VCQ4XSGV,B0058YEJ5K,"{'Size:': ' 7.5 B(M) US', 'Color:': ' Wolf Grey/Black-pink Blast/White'}",ptovar,Love the color and fit. I use them to work on at the gym on the treadmill and they are very light and comfortable.,Love the color and fit,1501804800,,,"[('the treadmill', 0.0780215547954326), ('the gym', 0.06887231455109347), ('the color', 0.06406376004184539), ('I', 0.0), ('them', 0.0), ('they', 0.0)]",88.905,undec
643,643,643,3.0,True,"08 2, 2017",A38X15IJFAPHZP,B0058YEJ5K,"{'Size:': ' 5 B(M) US', 'Color:': ' Black/White/Anthracite/Stealth'}",Anonymous,"Bought these shoes with HIIT in mind, but not too sure how I like the fit on my foot. First time to wear them, not great for running. Maybe after they're broken in a little they'll get better. If you just need a comfortable pair of shoes for walking, they're fine.",OK,1501632000,,,"[('shoes', 0.10976184542359743), ('mind', 0.1044338192374949), ('HIIT', 0.09218738219935921), ('my foot', 0.07945279337659553), ('First', 0.07089624450491873), ('the fit', 0.06138906376182757), ('a comfortable pair', 0.06068045361700611), ('these shoes', 0.050696824801651254), ('I', 0.0), ('them', 0.0), ('they', 0.0), ('you', 0.0)]",92.70551470588238,undec
644,644,644,5.0,True,"07 20, 2017",A1OFFB5DLIHH41,B0058YEJ5K,"{'Size:': ' 9 B(M) US', 'Color:': ' Black/White/Anthracite/Stealth'}",Amazon Customer,My daughter loves them. Great fit!,Great fit!,1500508800,,,"[('Great fit', 0.33333333333333326), ('My daughter', 0.09673011188456683), ('them', 0.0)]",105.09000000000002,undec
645,645,645,5.0,True,"07 18, 2017",A1PFKS00R93MRZ,B0058YEJ5K,"{'Size:': ' 8.5 B(M) US', 'Color:': ' Black/Green Glow-blue Glow-white'}",Rakesh Duneja,This is a very attractive shoe. It is true to size and fits as expected. Very satisfied with the seller - delivered on time.,Very satisfied with the seller - delivered on time,1500336000,,,"[('time', 0.21773558502331575), ('size', 0.13410202888769243), ('a very attractive shoe', 0.07252033880580627), ('the seller', 0.06193907398174736), ('It', 0.0), ('This', 0.0)]",73.99246376811597,undec
646,646,646,4.0,True,"07 18, 2017",A23H50RT6SLXY9,B0058YEJ5K,"{'Size:': ' 7.5 B(M) US', 'Color:': ' Wolf Grey/Platinum/White/Crimson'}",Edle Liljeblad,"Fits good, very lightweight.",Four Stars,1500336000,,,[],75.87500000000001,undec
647,647,647,5.0,True,"07 18, 2017",APWLFTPOXQCCG,B0058YEJ5K,"{'Size:': ' 7 B(M) US', 'Color:': ' Black/White/Anthracite/Stealth'}",Andrea T.,"Comfortable shoe for both workout sessions and walking.  Neither too bulky nor too light.  This is my second pair because they fit and have no neon or pink colors, just nice basic B&W.",Comfortable shoe for both workout sessions and walking,1500336000,,,"[('just nice basic B&W.', 0.14899105246919403), ('colors', 0.13572072361155246), ('Comfortable shoe', 0.11040137143401202), ('second', 0.07749369233680357), ('both workout sessions', 0.07743381692836185), ('my second pair', 0.05854916879496352), ('no neon', 0.05578493389064287), ('This', 0.0), ('they', 0.0)]",86.22190476190477,undec
648,648,648,5.0,True,"07 18, 2017",AN5PL4KUZS35E,B0058YEJ5K,"{'Size:': ' 9.5 B(M) US', 'Color:': ' Black/White/Anthracite/Stealth'}",Dilly Anderson,,Five Stars,1500336000,,,"[('nan', 0.5)]",121.22000000000004,undec
649,649,649,5.0,True,"07 18, 2017",A37EEIAK5YJGTS,B0058YEJ5K,"{'Size:': ' 9 B(M) US', 'Color:': ' Black'}",myrtlyn Allen Skeeling,Nice,Five Stars,1500336000,,,[],121.22000000000004,undec
650,650,650,5.0,True,"07 18, 2017",A87LWEOT3ZJU7,B0058YEJ5K,"{'Size:': ' 9 B(M) US', 'Color:': ' Black/Hyper Violet/Total Crimson/White'}",Amazon Customer,These are the best shoes I have ever use for my workouts!!! I love them and buy them in bulk!!! LOL,These are the best shoes I have ever use for my workouts,1500336000,,,"[('bulk', 0.22048994521806647), ('my workouts', 0.11536873973930087), ('the best shoes', 0.10260082205508123), ('I', 0.0), ('These', 0.0), ('them', 0.0)]",107.07285714285716,undec
651,651,651,5.0,True,"07 18, 2017",A1LCV2UNXGHB0W,B0058YEJ5K,"{'Size:': ' 8 B(M) US', 'Color:': ' Black/White/Anthracite/Stealth'}",luvtoshop,I love these shoes.  They fit as expected and they look really nice on.  These shoes have a narrow base which I really like.  I don't like the ones that make your foot look wide.,I love these shoes,1500336000,,,"[('a narrow base', 0.08508555880574657), ('your foot', 0.07421456639001446), ('the ones', 0.05487977704028844), ('These shoes', 0.04908634173623139), ('these shoes', 0.04908634173623139), ('I', 0.0), ('They', 0.0), ('that', 0.0), ('they', 0.0), ('which', 0.0)]",105.91355263157897,undec
652,652,652,5.0,True,"07 15, 2017",A3O0UBMD8CSF1V,B0058YEJ5K,"{'Size:': ' 9.5 B(M) US', 'Color:': ' Cool Grey/Pure Platinum/White/Volt'}",Jennifer S. Flack,Love this product.  Great fit.,Five Stars,1500076800,,,"[('Great fit', 0.33333333333333326), ('this product', 0.13156729122949154)]",119.19000000000004,undec
653,653,653,3.0,True,"07 15, 2017",A184AKBVD3WI86,B0058YEJ5K,"{'Size:': ' 8.5 B(M) US', 'Color:': ' Wolf Grey/Black-pink Blast/White'}",Elke,Very low cut heel so if you training and pushing sleds - I ran right out of shoes! Although the traction on toe and heel are great,Low cut heels,1500076800,,,"[('shoes', 0.24417939898218738), ('sleds', 0.16761912424723846), ('heel', 0.1519709585081376), ('toe', 0.11846124673321551), ('Very low cut heel', 0.06694271275133996), ('the traction', 0.0482988542816023), ('I', 0.0), ('you', 0.0)]",92.77076923076925,undec
654,654,654,5.0,True,"07 9, 2017",A3I0ZDRING4F8W,B0058YEJ5K,"{'Size:': ' 10 B(M) US', 'Color:': ' Racer Blue/Obsidian/Blue Tint'}",S,Just what I needed for Group Fight class. Quick movements and footwork are so easy in these sneakers. Love them.,Perfect,1499558400,,,"[('Group Fight class', 0.25431022523524405), ('Group Fight', 0.19163902930604473), ('Quick movements', 0.1641510139726745), ('footwork', 0.14786793595951525), ('these sneakers', 0.1072119380190124), ('I', 0.0), ('Just what', 0.0), ('them', 0.0)]",90.08833333333334,undec
655,655,655,5.0,True,"07 8, 2017",AXZ02W7FMBC35,B0058YEJ5K,"{'Size:': ' 9.5 D Wide', 'Color:': ' Cool Grey / Volt - Wolf Grey - Pure Platinum'}",Bill Ellenwood II,Love! Great price too.,Exactly what I wanted,1499472000,,,"[('Great price', 0.40558868321380565), ('Love', 0.25482356161666553)]",120.205,undec
656,656,656,4.0,True,"07 7, 2017",A29K85C92Z8HGR,B0058YEJ5K,"{'Size:': ' 8 B(M) US', 'Color:': ' Black/White/Anthracite/Stealth'}",MET,"It's been a long time since I've worked a cross training shoe. This shoe is very light and minimally passed compared to running shoes. That's not meant to be a knock, just a fact.

I ordered the shoes half a size up because as a former runner, I'm used to my feet needing room to spread and swell. I wish I hadn't because they feel a little roomy. I have orthotics, so I think I can remedy the issue once I swap those in.

Otherwise, very good shoes",Light shoes,1499385600,,,"[('running shoes', 0.18685247948724817), ('room', 0.10337662102295549), ('a cross training shoe', 0.10031268496892394), ('This shoe', 0.07768344337964972), ('the shoes', 0.07768344337964972), ('a former runner', 0.06908528566879338), ('orthotics', 0.04997621730287932), ('my feet', 0.04663304106501638), ('\n\nOtherwise, very good shoes', 0.04410977458027914), ('a long time', 0.034733226457219823), ('the issue', 0.03418364324092029), ('a knock', 0.025347087529919307), ('just a fact', 0.02503579435655559), ('I', 0.0), ('It', 0.0), ('That', 0.0), ('half', 0.0), ('they', 0.0), ('those', 0.0)]",89.445,undec
657,657,657,3.0,False,"07 1, 2017",AE6W48FPMKO4L,B0058YEJ5K,"{'Size:': ' 6 B(M) US', 'Color:': ' Black'}",PineTree,"Good indoor training shoes for running on treadmill, doing lunges and regular exercises at the gym. These are very flexible, light weight and comfortable. Grip is okay - sticky rubber is used only at the edges of heel and toe areas so I slipped a little when I worked on cable machines, resistance band, etc. on un-carpeted floor.  I would emphasize that if you do lifting as a part of your everyday routine workout I would not recommend them because mine (cushion) lasted only for six months and this is the reason I gave three stars. Other than that, I liked them!",Good indoor training shoes,1498867200,,,"[('un-carpeted floor', 0.14280381322011912), ('regular exercises', 0.10152249740615754), ('resistance band', 0.09455710443416926), ('cable machines', 0.08353058050509618), ('Good indoor training shoes', 0.08175473297192692), ('heel and toe areas', 0.07698496202991433), ('lunges', 0.07131463411189323), ('treadmill', 0.06898093652965502), ('your everyday routine workout', 0.06260879352801343), ('three stars', 0.05557980538950278), ('lifting', 0.05511627995471098), ('the gym', 0.04790275920950654), ('okay - sticky rubber', 0.047714884610461215), ('Grip', 0.04156877472384027), ('the reason', 0.039986500414150423), ('six months', 0.039083811705672565), ('(cushion', 0.036935993319532394), ('the edges', 0.03186092981947905), ('very flexible, light weight', 0.0318601543547104), ('a part', 0.02883890814212214), ('I', 0.0), ('These', 0.0), ('mine', 0.0), ('that', 0.0), ('them', 0.0), ('this', 0.0), ('three', 0.0), ('you', 0.0)]",68.67102750809065,undec
658,658,658,5.0,True,"06 30, 2017",AKY3EYDEZVW6C,B0058YEJ5K,"{'Size:': ' 8 B(M) US', 'Color:': ' Black/White/Anthracite/Stealth'}",AmazonAbuser,Perf.,So Perf.,1498780800,,,"[('Perf', 0.5)]",121.22000000000004,undec
659,659,659,5.0,True,"06 28, 2017",A1GQ2TRY8J631M,B0058YEJ5K,"{'Size:': ' 7.5 B(M) US', 'Color:': ' Ocean Fog/Blue Grey/Mango'}",K,Best shoes ever!!!,Five Stars,1498608000,,,"[('Best shoes', 0.4714045207910316)]",90.99000000000004,undec
660,660,660,5.0,True,"06 26, 2017",A21M1G84SE8SOO,B0058YEJ5K,"{'Size:': ' 8 B(M) US', 'Color:': ' Grey'}",Pat Chavez,Fit good,Five Stars,1498435200,,,[],120.205,undec
661,661,661,5.0,True,"06 21, 2017",AU2OMN6TEN4GA,B0058YEJ5K,"{'Size:': ' 9 B(M) US', 'Color:': ' Hyper Jade/Mtlc Silver/Hyper Turq'}",Amazon Customer,I use these for my Cardio Dance class and they are perfect and very cute. I would definitely recommend. They also cam earlier than expected!!,Great work out shoe,1498003200,,,"[('my Cardio Dance class', 0.13796016123424104), ('I', 0.0), ('They', 0.0), ('these', 0.0), ('they', 0.0)]",76.55266666666668,undec
662,662,662,5.0,True,"06 20, 2017",A2PJ5F6BY1TZNK,B0058YEJ5K,"{'Size:': ' 9 D - Wide', 'Color:': ' Cool Grey / Volt - Wolf Grey - Pure Platinum'}",Jennifer,"I love these shoes so much that  I reordered another pair online. It's hard to find shoes that fit my really wide feet! The heel back is my favorite part on them, they're thin and feel like another layer of skin, not bulky or tight at all.  I walked all over Europe in these!",I love these shoes so much that I reordered another pair ...,1497916800,,,"[('skin', 0.12565838673625224), ('shoes', 0.0996828451145503), ('Europe', 0.09758800505798208), ('my really wide feet', 0.0670314236145002), ('my favorite part', 0.061409460317721425), ('another layer', 0.054992201093295445), ('these shoes', 0.04604153396837871), ('The heel', 0.03313911736800495), ('I', 0.0), ('It', 0.0), ('that', 0.0), ('them', 0.0), ('these', 0.0), ('they', 0.0)]",86.875,undec
663,663,663,5.0,True,"06 20, 2017",A3B23RZXRXYT9Q,B0058YEJ5K,"{'Size:': ' 8 B(M) US', 'Color:': ' Black/White/Anthracite/Stealth'}",Babsly ,Love these sneakers. Light weight and comfortable even without socks.,"Comfortable, light weight, nice.",1497916800,,,"[('socks', 0.28593161898753827), ('Light weight', 0.22146626324067367), ('these sneakers', 0.09765934981556511)]",66.40000000000003,undec
664,664,664,4.0,True,"06 19, 2017",A3JTZ664IGZIOK,B0058YEJ5K,"{'Size:': ' 8 B(M) US', 'Color:': ' Black/White/Anthracite/Stealth'}",Aprildiver,Nice product,Four Stars,1497830400,,,"[('Nice product', 0.4714045207910316)]",77.90500000000002,undec
665,665,665,5.0,True,"06 19, 2017",A2JOUOASELY1XR,B0058YEJ5K,"{'Size:': ' 11 B(M) US', 'Color:': ' Black/White/Anthracite/Stealth'}",R. Petersen,I feel like this pair of shoes was made for my feet. Great fit and comfort! Very pleased with this purchase.,I feel like this pair of shoes was made for my feet,1497830400,,,"[('comfort', 0.1900503559158803), ('Great fit', 0.17185259888213023), ('shoes', 0.15021577427394142), ('my feet', 0.1089141080469098), ('this purchase', 0.073534568107334), ('this pair', 0.06124569446960043), ('I', 0.0)]",103.04428571428576,undec
666,666,666,5.0,True,"06 19, 2017",ADTQ22MUSQFIR,B0058YEJ5K,"{'Size:': ' 9 B(M) US', 'Color:': ' Black/White/Anthracite/Stealth'}",Amazon Customer,Quick tranasaction!!!  Loved the shoes!!!  Would purchase from them again!!!,Awesome shoes!!!,1497830400,,,"[('Quick tranasaction', 0.3074530040970619), ('the shoes', 0.12135220834846135), ('them', 0.0)]",97.025,undec
667,667,667,3.0,True,"06 16, 2017",A1OM5S4Z9J2JQQ,B0058YEJ5K,"{'Size:': ' 9.5 B(M) US', 'Color:': ' Black/White/Anthracite/Stealth'}",Hassnaa,"I got the impression it's cushiony and comfy by reading the reviews on this product, when i tried it on it was a much firmer than my other work shoes, i'm standing all day and need enough support and comfort, this isn't the right product for that.
So i had to return it, but i would assume it would work fine for training.

It looks decent and clean. and seems sturdy.  just not the right thing for me.
I was refunded instantly upon returning so.. credit for that.",Just wasn't what i was looking for,1497571200,,,"[('enough support', 0.15259978546544012), ('comfort', 0.1143084477915518), ('my other work shoes', 0.10287179094472906), ('the right product', 0.09533899394056115), ('training', 0.0881866696490105), ('this product', 0.06766912123230655), (' just not the right thing', 0.03848363171506611), ('the reviews', 0.033558103626905006), ('the impression', 0.022909101271945363), ('I', 0.0), ('It', 0.0), ('i', 0.0), ('it', 0.0), ('me', 0.0), ('that', 0.0), ('this', 0.0)]",84.60210144927538,undec
668,668,668,5.0,True,"06 15, 2017",AXJZFD1IUBAE7,B0058YEJ5K,"{'Size:': ' 7.5 B(M) US', 'Color:': ' Black/White/Anthracite/Stealth'}",Joanna Lyn,"So comfortable, I don't even feel like I have a sneaker on. Based on the other reviews I got a half a size up and glad I did.","So comfortable, I don't even feel like I have a ...",1497484800,,,"[('the other reviews', 0.08676000617949872), ('a sneaker', 0.08611681701561598), ('a half a size', 0.043427579077628266), ('I', 0.0)]",86.875,undec
669,669,669,5.0,True,"06 15, 2017",A3UO0DDWXIJ8DW,B0058YEJ5K,"{'Size:': ' 9 B(M) US', 'Color:': ' Racer Blue/Obsidian/Blue Tint'}",Dawn Houston,they are very comfortable feel like you have nothing on.,Five Stars,1497484800,,,"[('very comfortable feel', 0.17304816931866904), ('nothing', 0.0), ('they', 0.0), ('you', 0.0)]",69.78500000000001,undec
670,670,670,5.0,True,"06 14, 2017",A4GR8SDFRBSDV,B0058YEJ5K,"{'Size:': ' 8 B(M) US', 'Color:': ' Black/Wolf Grey/White/Pink'}",Amazon Customer,My favorite nike shoe,Five Stars,1497398400,,,"[('My favorite nike shoe', 0.25555062599997597)]",54.72500000000002,undec
671,671,671,5.0,True,"06 13, 2017",A29ACU3O9IMICZ,B0058YEJ5K,"{'Size:': ' 7.5 B(M) US', 'Color:': ' Ocean Fog/Blue Grey/Mango'}",SWS,Super comfortable and extremely lightweight. Great for crossfit!,Five Stars,1497312000,,,"[('crossfit', 0.2848515412796131)]",33.57500000000002,undec
